"ID","Year","Park","Team","Name","Franchise_Name","Games","Wins","Losses","Attendance"
"2554","2007","McAfee Coliseum","OAK","Oakland Athletics","Oakland Athletics","162","76","86","1921844"
"2555","2007","Citizens Bank Park","PHI","Philadelphia Phillies","Philadelphia Phillies","162","89","73","3108325"
"2556","2007","PNC Park","PIT","Pittsburgh Pirates","Pittsburgh Pirates","162","68","94","1749142"
"2557","2007","Petco Park","SDN","San Diego Padres","San Diego Padres","163","89","74","2790074"
"2558","2007","Safeco Field","SEA","Seattle Mariners","Seattle Mariners","162","88","74","2672223"
"2559","2007","AT&T Park","SFN","San Francisco Giants","San Francisco Giants","162","71","91","3223215"
"2560","2007","Busch Stadium III","SLN","St. Louis Cardinals","St. Louis Cardinals","162","78","84","3552180"
"2561","2007","Tropicana Field","TBA","Tampa Bay Devil Rays","Tampa Bay Rays","162","66","96","1387603"
"2562","2007","Rangers Ballpark in Arlington","TEX","Texas Rangers","Texas Rangers","162","75","87","2353862"
"2563","2007","Rogers Centre","TOR","Toronto Blue Jays","Toronto Blue Jays","162","83","79","2360644"
"2564","2007","R.F.K. Stadium","WAS","Washington Nationals","Washington Nationals","162","73","89","1943812"
"2565","2008","Chase Field","ARI","Arizona Diamondbacks","Arizona Diamondbacks","162","82","80","2509924"
"2566","2008","Turner Field","ATL","Atlanta Braves","Atlanta Braves","162","72","90","2532834"
"2567","2008","Oriole Park at Camden Yards","BAL","Baltimore Orioles","Baltimore Orioles","161","68","93","1950075"
"2568","2008","Fenway Park II","BOS","Boston Red Sox","Boston Red Sox","162","95","67","3048250"
"2569","2008","U.S. Cellular Field","CHA","Chicago White Sox","Chicago White Sox","163","89","74","2500648"
"2570","2008","Wrigley Field","CHN","Chicago Cubs","Chicago Cubs","161","97","64","3300200"
"2571","2008","Great American Ball Park","CIN","Cincinnati Reds","Cincinnati Reds","162","74","88","2058632"
"2572","2008","Jacobs Field","CLE","Cleveland Indians","Cleveland Indians","162","81","81","2169760"
"2573","2008","Coors Field","COL","Colorado Rockies","Colorado Rockies","162","74","88","2650218"
"2574","2008","Comerica Park","DET","Detroit Tigers","Detroit Tigers","162","74","88","3202645"
"2575","2008","Dolphin Stadium","FLO","Florida Marlins","Florida Marlins","161","84","77","1335076"
"2576","2008","Minute Maid Park","HOU","Houston Astros","Houston Astros","161","86","75","2779487"
"2577","2008","Kauffman Stadium","KCA","Kansas City Royals","Kansas City Royals","162","75","87","1578922"
"2578","2008","Angel Stadium","LAA","Los Angeles Angels of Anaheim","Los Angeles Angels of Anaheim","162","100","62","3336747"
"2579","2008","Dodger Stadium","LAN","Los Angeles Dodgers","Los Angeles Dodgers","162","84","78","3730553"
"2580","2008","Miller Park","MIL","Milwaukee Brewers","Milwaukee Brewers","162","90","72","3068458"
"2581","2008","Hubert H Humphrey Metrodome","MIN","Minnesota Twins","Minnesota Twins","163","88","75","2302431"
"2582","2008","Yankee Stadium II","NYA","New York Yankees","New York Yankees","162","89","73","4298655"
"2583","2008","Shea Stadium","NYN","New York Mets","New York Mets","162","89","73","4042045"
"2584","2008","McAfee Coliseum","OAK","Oakland Athletics","Oakland Athletics","161","75","86","1665256"
"2585","2008","Citizens Bank Park","PHI","Philadelphia Phillies","Philadelphia Phillies","162","92","70","3422583"
"2586","2008","PNC Park","PIT","Pittsburgh Pirates","Pittsburgh Pirates","162","67","95","1609076"
"2587","2008","Petco Park","SDN","San Diego Padres","San Diego Padres","162","63","99","2427535"
"2588","2008","Safeco Field","SEA","Seattle Mariners","Seattle Mariners","162","61","101","2329702"
"2589","2008","AT&T Park","SFN","San Francisco Giants","San Francisco Giants","162","72","90","2863837"
"2590","2008","Busch Stadium III","SLN","St. Louis Cardinals","St. Louis Cardinals","162","86","76","3432917"
"2591","2008","Tropicana Field","TBA","Tampa Bay Rays","Tampa Bay Rays","162","97","65","1811986"
"2592","2008","Rangers Ballpark in Arlington","TEX","Texas Rangers","Texas Rangers","162","79","83","1945677"
"2593","2008","Rogers Centre","TOR","Toronto Blue Jays","Toronto Blue Jays","162","86","76","2399786"
"2594","2008","Nationals Park","WAS","Washington Nationals","Washington Nationals","161","59","102","2320400"
"2595","2009","Chase Field","ARI","Arizona Diamondbacks","Arizona Diamondbacks","162","70","92","2128765"
"2596","2009","Turner Field","ATL","Atlanta Braves","Atlanta Braves","162","86","76","2373631"
"2597","2009","Oriole Park at Camden Yards","BAL","Baltimore Orioles","Baltimore Orioles","162","64","98","1907163"
"2598","2009","Fenway Park II","BOS","Boston Red Sox","Boston Red Sox","162","95","67","3062699"
"2599","2009","U.S. Cellular Field","CHA","Chicago White Sox","Chicago White Sox","162","79","83","2284163"
"2600","2009","Wrigley Field","CHN","Chicago Cubs","Chicago Cubs","161","83","78","3168859"
"2601","2009","Great American Ball Park","CIN","Cincinnati Reds","Cincinnati Reds","162","78","84","1747919"
"2602","2009","Jacobs Field","CLE","Cleveland Indians","Cleveland Indians","162","65","97","1766242"
"2603","2009","Coors Field","COL","Colorado Rockies","Colorado Rockies","162","92","70","2665080"
"2604","2009","Comerica Park","DET","Detroit Tigers","Detroit Tigers","163","86","77","2567165"
"2605","2009","Dolphin Stadium","FLO","Florida Marlins","Florida Marlins","162","87","75","1464109"
"2606","2009","Minute Maid Park","HOU","Houston Astros","Houston Astros","162","74","88","2521076"
"2607","2009","Kauffman Stadium","KCA","Kansas City Royals","Kansas City Royals","162","65","97","1797891"
"2608","2009","Angel Stadium","LAA","Los Angeles Angels of Anaheim","Los Angeles Angels of Anaheim","162","97","65","3240386"
"2609","2009","Dodger Stadium","LAN","Los Angeles Dodgers","Los Angeles Dodgers","162","95","67","3761655"
"2610","2009","Miller Park","MIL","Milwaukee Brewers","Milwaukee Brewers","162","80","82","3037451"
"2611","2009","Hubert H Humphrey Metrodome","MIN","Minnesota Twins","Minnesota Twins","163","87","76","2416237"
"2612","2009","Yankee Stadium III","NYA","New York Yankees","New York Yankees","162","103","59","3719358"
"2613","2009","Citi Field","NYN","New York Mets","New York Mets","162","70","92","3168571"
"2614","2009","Oakland-Alameda County Coliseum","OAK","Oakland Athletics","Oakland Athletics","162","75","87","1408783"
"2615","2009","Citizens Bank Park","PHI","Philadelphia Phillies","Philadelphia Phillies","162","93","69","3600693"
"2616","2009","PNC Park","PIT","Pittsburgh Pirates","Pittsburgh Pirates","161","62","99","1577853"
"2617","2009","Petco Park","SDN","San Diego Padres","San Diego Padres","162","75","87","1919603"
"2618","2009","Safeco Field","SEA","Seattle Mariners","Seattle Mariners","162","85","77","2195533"
"2619","2009","AT&T Park","SFN","San Francisco Giants","San Francisco Giants","162","88","74","2862110"
"2620","2009","Busch Stadium III","SLN","St. Louis Cardinals","St. Louis Cardinals","162","91","71","3343252"
"2621","2009","Tropicana Field","TBA","Tampa Bay Rays","Tampa Bay Rays","162","84","78","1874962"
"2622","2009","Rangers Ballpark in Arlington","TEX","Texas Rangers","Texas Rangers","162","87","75","2156016"
"2623","2009","Rogers Centre","TOR","Toronto Blue Jays","Toronto Blue Jays","162","75","87","1876129"
"2624","2009","Nationals Park","WAS","Washington Nationals","Washington Nationals","162","59","103","1817226"
"2625","2010","Chase Field","ARI","Arizona Diamondbacks","Arizona Diamondbacks","162","65","97","2056941"
"2626","2010","Turner Field","ATL","Atlanta Braves","Atlanta Braves","162","91","71","2510119"
"2627","2010","Oriole Park at Camden Yards","BAL","Baltimore Orioles","Baltimore Orioles","162","66","96","1733018"
"2628","2010","Fenway Park II","BOS","Boston Red Sox","Boston Red Sox","162","89","73","3046443"
"2629","2010","U.S. Cellular Field","CHA","Chicago White Sox","Chicago White Sox","162","88","74","2194378"
"2630","2010","Wrigley Field","CHN","Chicago Cubs","Chicago Cubs","162","75","87","3062973"
"2631","2010","Great American Ball Park","CIN","Cincinnati Reds","Cincinnati Reds","162","91","71","2060550"
"2632","2010","Jacobs Field","CLE","Cleveland Indians","Cleveland Indians","162","69","93","1394812"
"2633","2010","Coors Field","COL","Colorado Rockies","Colorado Rockies","162","83","79","2875245"
"2634","2010","Comerica Park","DET","Detroit Tigers","Detroit Tigers","162","81","81","2461237"
"2635","2010","Dolphin Stadium","FLO","Florida Marlins","Florida Marlins","162","80","82","1535226"
"2636","2010","Minute Maid Park","HOU","Houston Astros","Houston Astros","162","76","86","2331490"
"2637","2010","Kauffman Stadium","KCA","Kansas City Royals","Kansas City Royals","162","67","95","1615324"
"2638","2010","Angel Stadium","LAA","Los Angeles Angels of Anaheim","Los Angeles Angels of Anaheim","162","80","82","3250816"
"2639","2010","Dodger Stadium","LAN","Los Angeles Dodgers","Los Angeles Dodgers","162","80","82","3562320"
"2640","2010","Miller Park","MIL","Milwaukee Brewers","Milwaukee Brewers","162","77","85","2776531"
"2641","2010","Target Field","MIN","Minnesota Twins","Minnesota Twins","162","94","68","3223640"
"2642","2010","Yankee Stadium III","NYA","New York Yankees","New York Yankees","162","95","67","3765807"
"2643","2010","Citi Field","NYN","New York Mets","New York Mets","162","79","83","2559738"
"2644","2010","Oakland-Alameda County Coliseum","OAK","Oakland Athletics","Oakland Athletics","162","81","81","1418391"
"2645","2010","Citizens Bank Park","PHI","Philadelphia Phillies","Philadelphia Phillies","162","97","65","3647249"
"2646","2010","PNC Park","PIT","Pittsburgh Pirates","Pittsburgh Pirates","162","57","105","1613399"
"2647","2010","Petco Park","SDN","San Diego Padres","San Diego Padres","162","90","72","2131774"
"2648","2010","Safeco Field","SEA","Seattle Mariners","Seattle Mariners","162","61","101","2085488"
"2649","2010","AT&T Park","SFN","San Francisco Giants","San Francisco Giants","162","92","70","3037443"
"2650","2010","Busch Stadium III","SLN","St. Louis Cardinals","St. Louis Cardinals","162","86","76","3301218"
"2651","2010","Tropicana Field","TBA","Tampa Bay Rays","Tampa Bay Rays","162","96","66","1843445"
"2652","2010","Rangers Ballpark in Arlington","TEX","Texas Rangers","Texas Rangers","162","90","72","2505171"
"2653","2010","Rogers Centre","TOR","Toronto Blue Jays","Toronto Blue Jays","162","85","77","1625555"
"2654","2010","Nationals Park","WAS","Washington Nationals","Washington Nationals","162","69","93","1828066"
"2655","2011","Chase Field","ARI","Arizona Diamondbacks","Arizona Diamondbacks","162","94","68","2105432"
"2656","2011","Turner Field","ATL","Atlanta Braves","Atlanta Braves","162","89","73","2372940"
"2657","2011","Oriole Park at Camden Yards","BAL","Baltimore Orioles","Baltimore Orioles","162","69","93","1755461"
"2658","2011","Fenway Park II","BOS","Boston Red Sox","Boston Red Sox","162","90","72","3054001"
"2659","2011","U.S. Cellular Field","CHA","Chicago White Sox","Chicago White Sox","162","79","83","2001117"
"2660","2011","Wrigley Field","CHN","Chicago Cubs","Chicago Cubs","162","71","91","3017966"
"2661","2011","Great American Ball Park","CIN","Cincinnati Reds","Cincinnati Reds","162","79","83","2213588"
"2662","2011","Jacobs Field","CLE","Cleveland Indians","Cleveland Indians","162","80","82","1840835"
"2663","2011","Coors Field","COL","Colorado Rockies","Colorado Rockies","162","73","89","2909777"
"2664","2011","Comerica Park","DET","Detroit Tigers","Detroit Tigers","162","95","67","2642045"
"2665","2011","Sun Life Stadium","FLO","Florida Marlins","Florida Marlins","162","72","90","1477462"
"2666","2011","Minute Maid Park","HOU","Houston Astros","Houston Astros","162","56","106","2067016"
"2667","2011","Kauffman Stadium","KCA","Kansas City Royals","Kansas City Royals","162","71","91","1724450"
"2668","2011","Angel Stadium","LAA","Los Angeles Angels of Anaheim","Los Angeles Angels of Anaheim","162","86","76","3166321"
"2669","2011","Dodger Stadium","LAN","Los Angeles Dodgers","Los Angeles Dodgers","161","82","79","2935139"
"2670","2011","Miller Park","MIL","Milwaukee Brewers","Milwaukee Brewers","162","96","66","3071373"
"2671","2011","Target Field","MIN","Minnesota Twins","Minnesota Twins","162","63","99","3168116"
"2672","2011","Yankee Stadium III","NYA","New York Yankees","New York Yankees","162","97","65","3653680"
"2673","2011","Citi Field","NYN","New York Mets","New York Mets","162","77","85","2352596"
"2674","2011","Oakland-Alameda County Coliseum","OAK","Oakland Athletics","Oakland Athletics","162","74","88","1476791"
"2675","2011","Citizens Bank Park","PHI","Philadelphia Phillies","Philadelphia Phillies","162","102","60","3680718"
"2676","2011","PNC Park","PIT","Pittsburgh Pirates","Pittsburgh Pirates","162","72","90","1940429"
"2677","2011","Petco Park","SDN","San Diego Padres","San Diego Padres","162","71","91","2143018"
"2678","2011","Safeco Field","SEA","Seattle Mariners","Seattle Mariners","162","67","95","1939421"
"2679","2011","AT&T Park","SFN","San Francisco Giants","San Francisco Giants","162","86","76","3387303"
"2680","2011","Busch Stadium III","SLN","St. Louis Cardinals","St. Louis Cardinals","162","90","72","3093954"
"2681","2011","Tropicana Field","TBA","Tampa Bay Rays","Tampa Bay Rays","162","91","71","1529188"
"2682","2011","Rangers Ballpark in Arlington","TEX","Texas Rangers","Texas Rangers","162","96","66","2946949"
"2683","2011","Rogers Centre","TOR","Toronto Blue Jays","Toronto Blue Jays","162","81","81","1818103"
"2684","2011","Nationals Park","WAS","Washington Nationals","Washington Nationals","161","80","81","1940478"
"2685","2012","Chase Field","ARI","Arizona Diamondbacks","Arizona Diamondbacks","162","81","81","2177617"
"2686","2012","Turner Field","ATL","Atlanta Braves","Atlanta Braves","162","94","68","2420171"
"2687","2012","Oriole Park at Camden Yards","BAL","Baltimore Orioles","Baltimore Orioles","162","93","69","2102240"
"2688","2012","Fenway Park II","BOS","Boston Red Sox","Boston Red Sox","162","69","93","3043003"
"2689","2012","U.S. Cellular Field","CHA","Chicago White Sox","Chicago White Sox","162","85","77","1965955"
"2690","2012","Wrigley Field","CHN","Chicago Cubs","Chicago Cubs","162","61","101","2882756"
"2691","2012","Great American Ball Park","CIN","Cincinnati Reds","Cincinnati Reds","162","97","65","2347251"
"2692","2012","Progressive Field","CLE","Cleveland Indians","Cleveland Indians","162","68","94","1603596"
"2693","2012","Coors Field","COL","Colorado Rockies","Colorado Rockies","162","64","98","2630458"
"2694","2012","Comerica Park","DET","Detroit Tigers","Detroit Tigers","162","88","74","3028033"
"2695","2012","Minute Maid Park","HOU","Houston Astros","Houston Astros","162","55","107","1607733"
"2696","2012","Kauffman Stadium","KCA","Kansas City Royals","Kansas City Royals","162","72","90","1739859"
"2697","2012","Angel Stadium of Anaheim","LAA","Los Angeles Angels of Anaheim","Los Angeles Angels of Anaheim","162","89","73","3061770"
"2698","2012","Dodger Stadium","LAN","Los Angeles Dodgers","Los Angeles Dodgers","162","86","76","3324246"
"2699","2012","Marlins Park","MIA","Miami Marlins","Florida Marlins","162","69","93","2219444"
"2700","2012","Miller Park","MIL","Milwaukee Brewers","Milwaukee Brewers","162","83","79","2831385"
"2701","2012","Target Field","MIN","Minnesota Twins","Minnesota Twins","162","66","96","2776354"
"2702","2012","Yankee Stadium III","NYA","New York Yankees","New York Yankees","162","95","67","3542406"
